positive,neutral,negative
0.009160672314465046,0.07126469910144806,0.9195746183395386
0.03794434666633606,0.20874616503715515,0.7533095479011536
0.04929531738162041,0.24993754923343658,0.7007670998573303
0.8551077842712402,0.11710277944803238,0.027789494022727013
0.0034362762235105038,0.01596285216510296,0.980600893497467
0.028125861659646034,0.07317078858613968,0.8987032771110535
0.38414421677589417,0.437816321849823,0.17803949117660522
0.008959058672189713,0.12121383845806122,0.8698270916938782
0.018660327419638634,0.08935970067977905,0.891979992389679
0.35558831691741943,0.3097730875015259,0.3346385955810547
0.4611646234989166,0.47305652499198914,0.06577882915735245
0.09311258047819138,0.21430368721485138,0.6925837993621826
0.013652564026415348,0.06258596479892731,0.9237614870071411
0.3136776387691498,0.4594326615333557,0.22688977420330048
0.0901884213089943,0.33417534828186035,0.5756362080574036
0.8586022853851318,0.11583130061626434,0.025566449388861656
0.03758348524570465,0.2837652564048767,0.6786512136459351
0.9174210429191589,0.06957659125328064,0.013002462685108185
0.08652753382921219,0.3336525559425354,0.5798198580741882
0.002701031742617488,0.006898766849189997,0.9904001355171204
0.571301281452179,0.31909701228141785,0.10960174351930618
0.06527968496084213,0.32318904995918274,0.6115312576293945
0.05760292336344719,0.14664693176746368,0.7957501411437988
0.9276816844940186,0.06470432132482529,0.0076139639131724834
0.833613395690918,0.13917964696884155,0.027206916362047195
0.8932879567146301,0.09401746839284897,0.012694594450294971
0.6130259037017822,0.2721443176269531,0.11482972651720047
0.732291579246521,0.2296862155199051,0.0380222350358963
0.023861870169639587,0.06561236083507538,0.9105257391929626
0.03979595750570297,0.0689517930150032,0.8912522792816162
0.719821035861969,0.21706196665763855,0.06311699002981186
0.0015936947893351316,0.012595596723258495,0.9858106374740601
0.018702523782849312,0.13385368883609772,0.8474438190460205
0.01280053798109293,0.03461072966456413,0.9525887370109558
0.0037044668570160866,0.017224831506609917,0.9790706634521484
0.6780263781547546,0.2604219317436218,0.06155174598097801
0.11477352678775787,0.27230677008628845,0.6129196882247925
0.003410267410799861,0.11134255677461624,0.8852472305297852
0.4845285415649414,0.38818812370300293,0.12728333473205566
0.0032418062910437584,0.009787404909729958,0.9869707822799683
0.6152508854866028,0.2509019672870636,0.13384713232517242
0.02178005687892437,0.09153855592012405,0.8866813778877258
0.9427928924560547,0.04974827915430069,0.007458901964128017
0.07012991607189178,0.2760534882545471,0.6538165807723999
0.009953303262591362,0.15135404467582703,0.8386926651000977
0.2722780406475067,0.32942208647727966,0.398299902677536
0.8754780888557434,0.10698260366916656,0.017539331689476967
0.5289531946182251,0.31218111515045166,0.15886570513248444
0.6315856575965881,0.2760469317436218,0.09236745536327362
0.03225124999880791,0.030909547582268715,0.9368391633033752
0.08436417579650879,0.22979305684566498,0.6858428120613098
0.041947320103645325,0.12220440059900284,0.8358482122421265
0.25829431414604187,0.45127245783805847,0.29043325781822205
0.4631229341030121,0.4705527424812317,0.06632430851459503
0.9135352969169617,0.07385065406560898,0.01261413935571909
0.8672429919242859,0.11137744039297104,0.02137954719364643
0.05804770812392235,0.20950134098529816,0.7324509620666504
0.4622909724712372,0.4872012138366699,0.050507817417383194
0.8915049433708191,0.08697778731584549,0.02151724509894848
0.1275610476732254,0.3284987509250641,0.5439401865005493
0.8916457891464233,0.09047400951385498,0.017880238592624664
0.46372345089912415,0.3667464256286621,0.16953015327453613
0.6375377774238586,0.22749899327754974,0.13496319949626923
0.8082505464553833,0.152373805642128,0.039375681430101395
0.07819706201553345,0.20610664784908295,0.7156962752342224
0.06912653893232346,0.3599177896976471,0.5709556937217712
0.9340070486068726,0.056469641625881195,0.009523296728730202
0.02857699990272522,0.16324374079704285,0.8081792593002319
0.3732954263687134,0.40190839767456055,0.2247961163520813
0.34042760729789734,0.6072888970375061,0.05228344723582268
0.7696371078491211,0.17891444265842438,0.05144843831658363
0.07633059471845627,0.2191610187292099,0.704508364200592
0.4367787837982178,0.4779391288757324,0.08528205007314682
0.6083936095237732,0.34264373779296875,0.048962660133838654
0.9416019320487976,0.05052126944065094,0.007876848801970482
0.0021768929436802864,0.03119221143424511,0.9666309356689453
0.9484031796455383,0.04549851641058922,0.006098245270550251
0.9605653882026672,0.034001268446445465,0.005433257669210434
0.005198766011744738,0.05169865861535072,0.9431025981903076
0.012387032620608807,0.07155612111091614,0.9160568118095398
0.17707546055316925,0.36394473910331726,0.4589798152446747
0.09522538632154465,0.24513393640518188,0.6596406698226929
0.09488702565431595,0.31571558117866516,0.5893974304199219
0.0032867779955267906,0.012275643646717072,0.9844375848770142
0.0034371339716017246,0.008081411011517048,0.9884815216064453
0.43114420771598816,0.3862629532814026,0.18259282410144806
0.358961284160614,0.3376629948616028,0.3033757507801056
0.92486172914505,0.06489097326993942,0.010247267782688141
0.3170056641101837,0.4128469228744507,0.2701473832130432
0.13824470341205597,0.20937630534172058,0.6523789763450623
0.058312997221946716,0.1790415346622467,0.762645423412323
0.010500042699277401,0.13685478270053864,0.8526451587677002
0.20570841431617737,0.2890225052833557,0.5052691102027893
0.12205807119607925,0.43307843804359436,0.44486352801322937
0.7090539336204529,0.1938297003507614,0.0971163734793663
0.9262465834617615,0.06388162076473236,0.00987170822918415
0.002966098953038454,0.009190882556140423,0.9878430366516113
0.4179157316684723,0.5052973031997681,0.07678697258234024
0.07363662868738174,0.19668464362621307,0.729678750038147
0.32183805108070374,0.3851936459541321,0.2929683029651642
0.10590792447328568,0.3698136508464813,0.5242784023284912
0.25829431414604187,0.45127245783805847,0.29043325781822205
0.06445847451686859,0.560187578201294,0.37535396218299866
0.4440549910068512,0.37442493438720703,0.18152010440826416
0.09391921758651733,0.7231869101524353,0.18289384245872498
0.7101595997810364,0.2444569319486618,0.04538354650139809
0.3592459559440613,0.3884396255016327,0.25231438875198364
0.7965518832206726,0.1704706996679306,0.03297743573784828
0.31050387024879456,0.48381009697914124,0.2056860774755478
0.9504120945930481,0.04159911349415779,0.007988790981471539
0.016075672581791878,0.07885057479143143,0.9050737023353577
0.2578398585319519,0.45489999651908875,0.28726017475128174
0.2375447154045105,0.3149917721748352,0.4474634528160095
0.004934227094054222,0.024990977719426155,0.9700747728347778
0.25829431414604187,0.45127245783805847,0.29043325781822205
0.834428071975708,0.13530269265174866,0.03026917576789856
0.09079036116600037,0.15253578126430511,0.7566739320755005
0.25829431414604187,0.45127245783805847,0.29043325781822205
0.1099795252084732,0.1908472776412964,0.6991731524467468
0.6737069487571716,0.2760193347930908,0.050273679196834564
0.007795308250933886,0.022905435413122177,0.96929931640625
0.27703535556793213,0.42931872606277466,0.2936458885669708
0.10072961449623108,0.23180128633975983,0.6674691438674927
0.003330524079501629,0.03228650242090225,0.9643829464912415
0.3585340082645416,0.46462440490722656,0.17684157192707062
0.008846818469464779,0.04278438165783882,0.9483687281608582
0.8585192561149597,0.11993803828954697,0.021542681381106377
0.06477419286966324,0.2152692973613739,0.7199565172195435
0.1441175490617752,0.26913172006607056,0.5867506861686707
0.010344097390770912,0.03543715924024582,0.9542188048362732
0.41978365182876587,0.4942016303539276,0.0860147476196289
0.003528204746544361,0.008761102333664894,0.9877106547355652
0.0742022693157196,0.17796379327774048,0.7478339076042175
0.4710596203804016,0.34396541118621826,0.18497496843338013
0.03130781650543213,0.11780101805925369,0.85089111328125
0.7980300188064575,0.1795741468667984,0.022395825013518333
0.03993060439825058,0.05613864213228226,0.9039307236671448
0.3237784504890442,0.48614004254341125,0.1900814324617386
0.04379627853631973,0.21468280255794525,0.741520881652832
0.25829431414604187,0.45127245783805847,0.29043325781822205
0.006524130702018738,0.1238732784986496,0.8696025609970093
0.7447470426559448,0.2001226395368576,0.05513031408190727
0.7451446056365967,0.20404784381389618,0.050807517021894455
0.0039458079263567924,0.047629982233047485,0.9484241604804993
0.03191457688808441,0.10013482719659805,0.8679506182670593
0.08161607384681702,0.39188605546951294,0.5264978408813477
0.007408047094941139,0.05471118539571762,0.9378807544708252
0.002923875581473112,0.12883731722831726,0.8682388067245483
0.11917708069086075,0.22637183964252472,0.6544510722160339
0.9027525782585144,0.08667370676994324,0.01057370938360691
0.010697595775127411,0.050914354622364044,0.9383879899978638
0.026873774826526642,0.13195347785949707,0.8411727547645569
0.012080837041139603,0.09646517038345337,0.8914539813995361
0.0391654409468174,0.43560537695884705,0.5252292156219482
0.05207565054297447,0.1364782303571701,0.8114460706710815
0.08484991639852524,0.19479618966579437,0.720353901386261
0.5685401558876038,0.38581016659736633,0.04564966261386871
0.3229587972164154,0.33020713925361633,0.34683412313461304
0.23907211422920227,0.35873013734817505,0.4021977484226227
0.9383357167243958,0.055379126220941544,0.006285089999437332
0.03136507794260979,0.12646348774433136,0.8421714305877686
0.7299820780754089,0.21265065670013428,0.05736735835671425
0.1311599612236023,0.2914866805076599,0.5773533582687378
0.018966762349009514,0.0675128921866417,0.913520336151123
0.9257420897483826,0.06608420610427856,0.008173712529242039
0.003787598805502057,0.02290911041200161,0.9733032584190369
0.12462616711854935,0.25165000557899475,0.6237238049507141
0.8381857872009277,0.13756902515888214,0.024245187640190125
0.16209693253040314,0.33196160197257996,0.5059415102005005
0.2072942554950714,0.2274504005908966,0.565255343914032
0.21296995878219604,0.43109992146492004,0.3559301495552063
0.09156970679759979,0.14165693521499634,0.7667733430862427
0.010183222591876984,0.10235606133937836,0.8874607086181641
0.0027555511333048344,0.006650759372860193,0.9905937314033508
0.021670948714017868,0.08078627288341522,0.8975427746772766
0.14580917358398438,0.1905498206615448,0.6636409759521484
0.5551335215568542,0.3058088421821594,0.13905763626098633
0.425491601228714,0.3365049660205841,0.23800335824489594
0.13439691066741943,0.3077928125858307,0.5578102469444275
0.009522122330963612,0.024146197363734245,0.9663316607475281
0.4360354244709015,0.4536304175853729,0.11033416539430618
0.1829409897327423,0.3265365958213806,0.4905224144458771
0.004229918587952852,0.022069599479436874,0.9737005233764648
0.012372283264994621,0.2114315927028656,0.7761961817741394
0.0032392931170761585,0.013994305394589901,0.9827663898468018
0.4906967282295227,0.43552201986312866,0.07378124445676804
0.2817358672618866,0.3292151987552643,0.38904890418052673
0.23452401161193848,0.23907269537448883,0.5264033079147339
0.02863229811191559,0.11445903033018112,0.8569086790084839
0.008309438824653625,0.015258253552019596,0.9764323234558105
0.7169959545135498,0.2108735889196396,0.07213050127029419
0.18840022385120392,0.36646050214767456,0.4451393187046051
0.004496019799262285,0.007760013919323683,0.9877439141273499
0.9149280786514282,0.0718228742480278,0.013249063864350319
0.44642016291618347,0.3131478428840637,0.24043193459510803
0.037338633090257645,0.1540832221508026,0.8085780739784241
0.37973761558532715,0.44910502433776855,0.17115740478038788
0.01387838739901781,0.032258499413728714,0.9538631439208984
0.9188418388366699,0.07166006416082382,0.009498081170022488
0.4799460172653198,0.40479540824890137,0.11525857448577881
0.3518986403942108,0.24917355179786682,0.39892783761024475
0.9499951004981995,0.043399930000305176,0.006604921538382769
0.19591228663921356,0.26942315697669983,0.5346645712852478
0.6573708653450012,0.2618851363658905,0.08074404299259186
0.37918421626091003,0.299680233001709,0.32113561034202576
0.02822161093354225,0.05493663623929024,0.9168417453765869
0.8719238042831421,0.11229008436203003,0.015786075964570045
0.040401022881269455,0.21797198057174683,0.7416269779205322
0.014507381245493889,0.07037347555160522,0.9151191711425781
0.3456405997276306,0.3788798153400421,0.27547961473464966
0.34252163767814636,0.40507009625434875,0.2524082362651825
0.005873036105185747,0.030107276514172554,0.9640196561813354
0.007396517787128687,0.029568413272500038,0.9630351066589355
0.8397521376609802,0.1379796415567398,0.022268196567893028
0.6774895787239075,0.233926460146904,0.08858398348093033
0.9604106545448303,0.036240920424461365,0.0033483426086604595
0.040152765810489655,0.19445648789405823,0.7653908133506775
0.03866526484489441,0.25280332565307617,0.708531379699707
0.6207883954048157,0.2862319052219391,0.09297966957092285
0.9606599807739258,0.035423558205366135,0.0039164284244179726
0.5303298234939575,0.32619595527648926,0.14347422122955322
0.01472555473446846,0.07995422929525375,0.9053201675415039
0.006170882843434811,0.036304131150245667,0.9575249552726746
0.3923894166946411,0.49133583903312683,0.11627469211816788
0.9597791433334351,0.03690653294324875,0.0033143910113722086
0.033029500395059586,0.0896788090467453,0.8772916793823242
0.029451509937644005,0.047376226633787155,0.9231722950935364
0.10264032334089279,0.1822967678308487,0.7150629162788391
0.12053082138299942,0.3019658625125885,0.5775033235549927
0.002657031873241067,0.0328710675239563,0.9644718766212463
0.40995749831199646,0.23186397552490234,0.3581785261631012
0.06607067584991455,0.26183438301086426,0.6720949411392212
0.5847528576850891,0.23951773345470428,0.1757294237613678
0.31640926003456116,0.4344223141670227,0.24916839599609375
0.0022231072653084993,0.007347481790930033,0.9904294013977051
0.003729789052158594,0.01817268505692482,0.9780974984169006
0.7575428485870361,0.20701825618743896,0.035438913851976395
0.32465997338294983,0.35332003235816956,0.3220200538635254
0.005383024457842112,0.03448469936847687,0.9601323008537292
0.22920654714107513,0.41690728068351746,0.35388612747192383
0.387614905834198,0.3138764500617981,0.2985087037086487
0.13912305235862732,0.37001699209213257,0.4908599555492401
0.0021241919603198767,0.011300099082291126,0.9865757822990417
0.26183050870895386,0.6370977759361267,0.10107173770666122
0.0025893058627843857,0.011033553630113602,0.9863771796226501
0.715485692024231,0.2368665337562561,0.047647811472415924
0.19500775635242462,0.5954731106758118,0.209519162774086
0.516294002532959,0.382434219121933,0.10127178579568863
0.004150064196437597,0.03860980644822121,0.957240104675293
0.4523181915283203,0.39716488122940063,0.15051692724227905
0.9279612302780151,0.06342106312513351,0.00861779972910881
0.592167854309082,0.31197088956832886,0.09586122632026672
0.042111869901418686,0.16998639702796936,0.787901759147644
0.005619908683001995,0.02970648743212223,0.964673638343811
0.44082698225975037,0.2458467334508896,0.3133261799812317
0.14468348026275635,0.6377106308937073,0.217605859041214
0.008665579371154308,0.01984277367591858,0.9714916348457336
0.0014279014430940151,0.01977461948990822,0.9787974953651428
0.8510714769363403,0.11020960658788681,0.038718901574611664
0.889381468296051,0.09245141595602036,0.018167119473218918
0.003134947270154953,0.013704290613532066,0.9831607937812805
0.7032967805862427,0.24663570523262024,0.05006751790642738
0.5213243365287781,0.4150436222553253,0.06363203376531601
0.4234355092048645,0.3378821611404419,0.2386823296546936
0.011505667120218277,0.12552693486213684,0.8629674315452576
0.010133471339941025,0.026783661916851997,0.9630829095840454
0.040807947516441345,0.16884292662143707,0.7903491854667664
0.8428871631622314,0.13995197415351868,0.017160845920443535
0.6704230904579163,0.25112929940223694,0.078447625041008
0.0062947506085038185,0.032334860414266586,0.9613703489303589
0.4233563542366028,0.34708958864212036,0.22955402731895447
0.271461546421051,0.5531288981437683,0.17540957033634186
0.7393854260444641,0.22424596548080444,0.036368582397699356
0.2500278949737549,0.6423614621162415,0.10761062055826187
0.4604288339614868,0.3237757682800293,0.2157953828573227
0.32275351881980896,0.3704478442668915,0.3067985475063324
0.9277559518814087,0.06162348389625549,0.010620520450174809
0.4682188034057617,0.33166709542274475,0.20011408627033234
0.7788423299789429,0.18942910432815552,0.031728532165288925
0.03968317434191704,0.8835828900337219,0.07673394680023193
0.12468528747558594,0.17039883136749268,0.7049158811569214
0.009669465012848377,0.13111385703086853,0.8592166900634766
0.004227336496114731,0.02621631696820259,0.9695563316345215
0.6932457685470581,0.24456895887851715,0.06218530610203743
0.0242877546697855,0.06579387933015823,0.9099183082580566
0.10361464321613312,0.22288620471954346,0.6734991073608398
0.16294445097446442,0.24218422174453735,0.5948713421821594
0.0020187401678413153,0.01644490845501423,0.981536328792572
0.9339300394058228,0.05422418564558029,0.011845854111015797
0.41676950454711914,0.4445246160030365,0.13870587944984436
0.9513788819313049,0.0425008125603199,0.006120313890278339
0.2944304347038269,0.38658520579338074,0.31898441910743713
0.6066558957099915,0.2983056902885437,0.09503837674856186
0.9196066856384277,0.07039815932512283,0.009995105676352978
0.0013877691235393286,0.009030865505337715,0.9895813465118408
0.027404554188251495,0.13883736729621887,0.8337581157684326
0.49763935804367065,0.40236368775367737,0.0999969094991684
0.024883843958377838,0.39842283725738525,0.5766932964324951
0.19387200474739075,0.32069823145866394,0.4854297637939453
0.7670161128044128,0.19812384247779846,0.03486005589365959
0.7850333452224731,0.15815876424312592,0.05680791661143303
0.14518733322620392,0.7590716481208801,0.09574095159769058
0.45838120579719543,0.4062268137931824,0.1353919506072998
0.006808225065469742,0.06944029778242111,0.9237515330314636
0.0028222703840583563,0.014387719333171844,0.9827899932861328
0.6812062859535217,0.26127713918685913,0.05751661956310272
0.4053311049938202,0.47926977276802063,0.11539912968873978
0.15802976489067078,0.24223558604717255,0.5997346043586731
0.00870654545724392,0.04441598057746887,0.9468774795532227
0.002067589433863759,0.012706340290606022,0.9852260947227478
0.5807368159294128,0.32873132824897766,0.09053179621696472
0.8056026101112366,0.16431988775730133,0.030077537521719933
0.6976879239082336,0.2615334093570709,0.04077869653701782
0.8110386729240417,0.160453200340271,0.028508171439170837
0.31229183077812195,0.5577267408370972,0.12998148798942566
0.23134757578372955,0.3940814733505249,0.3745709955692291
0.03327060490846634,0.22737731039524078,0.7393521070480347
0.8784616589546204,0.09628433734178543,0.02525392919778824
0.2313040792942047,0.5657559037208557,0.20294001698493958
0.0013347717467695475,0.016287745907902718,0.9823775291442871
0.06709147244691849,0.8763217926025391,0.05658679082989693
0.13691870868206024,0.5189295411109924,0.3441517651081085
0.7464778423309326,0.21759922802448273,0.03592295944690704
0.16939905285835266,0.4839390814304352,0.346661776304245
0.0021907545160502195,0.012166474014520645,0.9856428503990173
0.038234028965234756,0.798195481300354,0.16357050836086273
0.008379227481782436,0.02405727654695511,0.9675635099411011
0.542511522769928,0.25973355770111084,0.1977548897266388
0.8231623768806458,0.15093989670276642,0.025897840037941933
0.9470006823539734,0.0456162728369236,0.007382972165942192
0.12053307890892029,0.21635553240776062,0.6631113290786743
0.01574300043284893,0.07418233156204224,0.9100747108459473
0.7014598250389099,0.2623140513896942,0.0362260676920414
0.3873579502105713,0.4330986440181732,0.1795433908700943
0.07795815914869308,0.2530030906200409,0.669038712978363
0.9352431297302246,0.05553460121154785,0.009222299791872501
0.004766401369124651,0.04063268378376961,0.9546009302139282
0.3123040795326233,0.33170464634895325,0.35599127411842346
0.08010850846767426,0.36051440238952637,0.5593770742416382
0.4284045994281769,0.43985050916671753,0.131744846701622
0.2095741629600525,0.35909807682037354,0.431327760219574
0.18763506412506104,0.3805772364139557,0.4317876994609833
0.003424909198656678,0.08527059108018875,0.9113044738769531
0.6730442643165588,0.25722169876098633,0.06973405927419662
0.24323232471942902,0.5242303609848022,0.23253732919692993
0.45462560653686523,0.31546518206596375,0.22990922629833221
0.22572824358940125,0.7213107943534851,0.05296095088124275
0.49584445357322693,0.3614673316478729,0.14268818497657776
0.12322454154491425,0.4816517233848572,0.39512380957603455
0.4554557800292969,0.4628314971923828,0.08171270042657852
0.5114703178405762,0.39845192432403564,0.09007774293422699
0.009187567979097366,0.03068452887237072,0.9601279497146606
0.2222628891468048,0.45485785603523254,0.32287928462028503
0.4419384002685547,0.3686712384223938,0.18939034640789032
0.24407286942005157,0.4491022825241089,0.3068248927593231
0.7726857662200928,0.19952663779258728,0.027787618339061737
0.007218577433377504,0.041264861822128296,0.9515165686607361
0.33452799916267395,0.40538454055786133,0.2600874900817871
0.4398258328437805,0.46148279309272766,0.09869138151407242
0.022509442642331123,0.12039537727832794,0.8570951819419861
0.4860781729221344,0.3167191743850708,0.1972026377916336
0.1380007266998291,0.49523550271987915,0.36676377058029175
0.047229696065187454,0.8467031121253967,0.10606726258993149
0.004236205015331507,0.037378016859292984,0.9583857655525208
0.4209339916706085,0.45098400115966797,0.12808196246623993
0.862386167049408,0.11645525693893433,0.021158548071980476
0.2843772768974304,0.5417333841323853,0.1738893687725067
0.022971926257014275,0.05359211936593056,0.9234359860420227
0.852921187877655,0.11989154666662216,0.027187291532754898
0.5557060241699219,0.37456485629081726,0.06972917914390564
0.07949554920196533,0.6425025463104248,0.2780018746852875
0.5591719150543213,0.3604189455509186,0.08040911704301834
0.0037706203293055296,0.07874825596809387,0.9174811244010925
0.5343763828277588,0.3918725848197937,0.0737510472536087
0.6816403269767761,0.2724193334579468,0.0459403395652771
0.3582964837551117,0.5277903079986572,0.11391323059797287
0.9669304490089417,0.02903309091925621,0.004036454949527979
0.008722291328012943,0.016429729759693146,0.9748479723930359
0.6113031506538391,0.28746268153190613,0.10123416036367416
0.213551327586174,0.2985537648200989,0.4878948926925659
0.008798656053841114,0.05810368433594704,0.9330977201461792
0.013983192853629589,0.05249253660440445,0.9335242509841919
0.9254226088523865,0.061772093176841736,0.012805270962417126
0.9839096665382385,0.013350316323339939,0.0027399887330830097
0.3853800594806671,0.38273805379867554,0.23188193142414093
0.5625776648521423,0.362612247467041,0.07481008768081665
0.22657498717308044,0.3525756299495697,0.42084938287734985
0.02691333182156086,0.15120436251163483,0.8218822479248047
0.42722341418266296,0.36126163601875305,0.2115149199962616
0.8882675766944885,0.09315448999404907,0.018577929586172104
0.6547108888626099,0.29392731189727783,0.051361843943595886
0.46016237139701843,0.382184773683548,0.1576528698205948
0.002376540331169963,0.030148621648550034,0.9674748778343201
0.9539469480514526,0.03987829387187958,0.006174708716571331
0.01574859581887722,0.1533881276845932,0.8308632373809814
0.2670493423938751,0.4808058440685272,0.25214484333992004
0.006701900158077478,0.0717664286494255,0.9215316772460938
0.7464603781700134,0.22407248616218567,0.02946717105805874
0.3129362463951111,0.4363320767879486,0.2507317066192627
0.04761567711830139,0.2530689835548401,0.6993153691291809
0.15394024550914764,0.4951404333114624,0.35091927647590637
0.006914549972862005,0.02304958924651146,0.9700358510017395
0.13717199862003326,0.39377322793006897,0.46905481815338135
0.13370384275913239,0.3231103718280792,0.5431857705116272
0.0014975018566474319,0.009716379456222057,0.9887861013412476
0.0031745440792292356,0.029987962916493416,0.9668375253677368
0.8434171080589294,0.13907372951507568,0.017509212717413902
0.6546043157577515,0.23126743733882904,0.11412826925516129
0.18018044531345367,0.4914267957210541,0.32839274406433105
0.7537839412689209,0.20641674101352692,0.039799388498067856
0.5368788838386536,0.3560539484024048,0.10706719756126404
0.7399328947067261,0.1999029517173767,0.06016410514712334
0.3375491201877594,0.4832465350627899,0.1792042851448059
0.01341391634196043,0.1738101691007614,0.8127759099006653
0.3618660569190979,0.4826689064502716,0.1554650068283081
0.8244318962097168,0.15531092882156372,0.02025720663368702
0.0016585865523666143,0.00508849136531353,0.9932529330253601
0.0023114955984055996,0.007524238899350166,0.9901642203330994
0.7789983153343201,0.19579669833183289,0.025204984471201897
0.32788246870040894,0.5183025598526001,0.15381498634815216
0.0017980801640078425,0.007443377282470465,0.9907585382461548
0.3879660964012146,0.46912768483161926,0.14290620386600494
0.249374121427536,0.47286921739578247,0.2777566611766815
0.005412959028035402,0.036862730979919434,0.9577243328094482
0.37258556485176086,0.44656845927238464,0.18084591627120972
0.03393477946519852,0.17628486454486847,0.7897803783416748
0.5839264392852783,0.3648374378681183,0.05123608931899071
0.08115101605653763,0.21399714052677155,0.7048518061637878
0.19901593029499054,0.4803847372531891,0.3205992877483368
0.1460341513156891,0.3683079183101654,0.4856579899787903
0.04936555027961731,0.9043233394622803,0.04631111025810242
0.06608659774065018,0.4405311942100525,0.4933822751045227
0.6784094572067261,0.29941388964653015,0.02217666059732437
0.0033351813908666372,0.016506876796483994,0.9801579117774963
0.6189318895339966,0.3545110523700714,0.02655711956322193
0.4668053686618805,0.38273847103118896,0.15045621991157532
0.13772322237491608,0.4116411507129669,0.4506356716156006
0.005354379303753376,0.01780800335109234,0.9768376350402832
0.5385416150093079,0.36693570017814636,0.09452269971370697
0.06606149673461914,0.2458219677209854,0.6881165504455566
0.008263901807367802,0.04747457429766655,0.9442615509033203
0.25247618556022644,0.5824373960494995,0.16508635878562927
